,team,teamkpm,dpm,wpm,vspm,gpm,cspm,dtpm,wcpm,dmpm,deaths,dragons,towers,visionscore
373,Alpha Esports,0.30217826086956523,1599.8947826086953,3.1016782608695648,6.561208695652175,962.3811000000002,30.980147826086952,3048.6694260869567,1.2932086956521738,2414.4050956521746,16.956521739130434,1.7391304347826086,3.0869565217391304,191.82608695652175
374,Beyond Gaming,0.45933513513513513,1962.1716459459458,3.522981081081081,7.607364864864864,1151.8032405405404,32.84845405405405,2930.5574756756755,1.6254729729729729,2668.8394108108114,11.945945945945946,2.4864864864864864,6.324324324324325,256.27027027027026
375,Murk Esports,0.49485,1962.9802,2.2016,5.0639,948.8525,26.495,3986.55335,0.6852,3240.5214,29.5,1.0,3.0,148.5
376,Hong Kong Attitude,0.4188642857142857,1915.8734214285716,3.2980392857142857,7.162932142857143,1061.3410749999998,31.232964285714285,2972.305621428571,1.401132142857143,2452.429610714285,15.75,1.7857142857142858,4.428571428571429,206.42857142857142
377,Impunity,0.37767692307692313,1816.2902307692307,2.7215615384615384,6.087784615384615,1010.8779269230768,30.881696153846153,2955.526746153846,1.2571038461538462,2544.2479115384613,16.884615384615383,1.9230769230769231,3.5,179.5
378,Liyab Esports,0.2736545454545455,1587.282954545455,2.867259090909091,5.833236363636363,907.5455863636362,30.459699999999998,2869.746663636364,1.1745909090909092,2300.627718181818,18.181818181818183,1.3181818181818181,1.7727272727272727,169.0909090909091
379,CrowCrowd,0.45450357142857145,1946.9062571428572,3.2365107142857146,7.7052499999999995,1148.0059035714287,31.886828571428566,2797.8321,1.4267964285714283,2914.9469678571436,12.25,3.0,7.25,268.7142857142857
380,J Team,0.5064029411764706,2027.273717647059,3.2165735294117646,7.534529411764707,1200.3708088235294,33.79152647058824,2866.0225852941176,1.6175911764705884,2535.412138235294,11.294117647058824,2.0294117647058822,6.823529411764706,239.26470588235293
381,Dragon Army,0.4152,1844.42653,3.1525050000000006,7.091669999999999,1049.2184049999998,31.058355,2786.5139950000003,1.2840799999999999,2451.0678749999997,15.85,2.4,4.25,233.95
382,MAMMOTH,0.37057499999999993,1767.2903458333333,2.8825041666666666,6.125062499999999,932.9190666666667,28.205637499999998,3086.2167375000004,1.094825,2280.0312625,21.458333333333332,1.2916666666666667,2.375,183.375
383,Legacy Esports,0.45305599999999996,1944.5295319999998,2.921156,6.8372,1052.0544120000002,29.809772,3096.6161960000004,1.1923839999999999,2459.840932,18.64,2.08,4.72,218.28
384,Gravitas,0.38499199999999995,1781.9056559999997,2.505764,6.074096,1003.670264,29.620304,3047.772696,1.063428,2473.673936,18.52,2.0,4.64,202.0
385,Dire Wolves,0.47446060606060597,1987.2503484848482,2.8194,7.05359090909091,1118.8905484848483,32.321415151515154,2832.6990393939395,1.2875757575757576,2433.526515151515,14.787878787878787,2.3333333333333335,5.818181818181818,223.6969696969697
386,PEACE,0.4953357142857143,1984.5296238095239,3.039842857142857,7.4194523809523805,1147.105295238095,32.363992857142854,2804.330971428571,1.4329928571428572,2510.3896571428572,12.19047619047619,2.5476190476190474,6.619047619047619,247.35714285714286
387,Pentanet.GG,0.45287169811320765,1802.1868867924527,3.057137735849057,7.06253962264151,1113.9746018867922,32.53672830188679,2728.1867452830193,1.265692452830189,2606.9714415094345,13.0,2.5283018867924527,5.830188679245283,213.1320754716981
388,Machi Esports,0.5166999999999999,2030.6214054054049,3.422797297297298,7.654970270270269,1187.5814945945945,32.575270270270266,2869.8256378378383,1.6110216216216215,2444.6810378378377,11.675675675675675,2.5405405405405403,7.486486486486487,248.54054054054055
389,Team Universe,0.465669696969697,1983.759633333333,2.6611151515151517,6.3271030303030305,1096.3745636363637,30.654600000000002,2963.7837393939394,1.1244181818181818,2794.560609090909,17.272727272727273,2.515151515151515,6.03030303030303,219.06060606060606
390,Chiefs Esports Club,0.5162657142857143,2031.6469571428572,2.6364714285714284,6.694039999999999,1143.0496971428572,31.88835428571428,2877.874917142857,1.2464114285714285,2665.135954285714,12.085714285714285,2.5142857142857142,6.428571428571429,215.02857142857144
391,ORDER,0.4983428571428571,1931.7342678571429,2.952607142857143,6.798492857142857,1123.6105357142858,31.446425,2804.89295,1.1848857142857145,2494.92105,14.892857142857142,2.5357142857142856,5.928571428571429,217.21428571428572
392,Dignitas Mirage,0.48621538461538455,1963.2290480769227,2.742725,6.2326500000000005,1078.3277019230768,30.084046153846153,2958.4566653846155,1.0246653846153846,2563.322976923077,18.75,2.1346153846153846,4.8076923076923075,190.21153846153845
393,Galaxy Racer Esports EU Male,0.6092238095238096,2203.5184,2.792519047619048,6.799490476190476,1183.710619047619,31.0119619047619,2957.1897714285715,1.2347142857142857,2597.608195238095,14.238095238095237,2.4285714285714284,7.095238095238095,197.42857142857142
394,Bifrost,0.4545090909090909,2103.2352,2.7866272727272725,6.095618181818182,1051.8417636363638,31.21504545454546,3203.692290909091,1.0279363636363636,2562.163318181818,20.636363636363637,1.8181818181818181,3.5454545454545454,179.9090909090909
395,Viperio,0.48010909090909093,2070.3023181818176,2.701772727272727,6.60045,1040.4373227272727,29.73135,2790.6935727272726,1.1262636363636365,2575.6201227272727,15.909090909090908,2.1818181818181817,4.454545454545454,220.9090909090909
396,Area of Effect Brady,0.8191999999999999,2510.1235090909086,2.5696545454545454,6.099036363636364,1220.5168181818183,29.448963636363636,3523.1196363636363,0.9364727272727272,2662.8688363636365,23.363636363636363,2.090909090909091,5.7272727272727275,171.9090909090909
397,Area of Effect Randoms,0.656625,2164.508004545454,2.870265909090909,6.547147727272729,1190.857484090909,30.868281818181813,2895.1462749999996,1.1275363636363638,2446.9920500000003,15.25,2.1818181818181817,6.045454545454546,196.95454545454547
398,University of Texas at Dallas,0.4895181818181818,2030.5547454545451,2.664963636363636,6.139636363636364,1012.8787636363638,28.200209090909087,3144.9500454545455,1.1007181818181817,2635.2929636363638,22.181818181818183,1.6363636363636365,4.0,182.0909090909091
399,Area of Effect Will's Kittens,0.8828333333333334,2594.692946666667,2.7780600000000004,6.1000000000000005,1291.2018333333335,29.44722666666667,3316.731493333333,0.9040199999999998,2495.2549533333336,17.6,1.9333333333333333,7.133333333333334,175.13333333333333
400,"University of California, Irvine",0.5942937500000001,2217.68856875,2.4082125000000003,5.72505,1066.13964375,27.58255,3501.87115,0.9858750000000001,2866.94474375,23.375,1.625,3.875,161.875
401,Scouting4ProScene,0.4306375,2143.511325,2.5849,6.1903125,1018.1985125,28.80585,3329.202025,0.9363250000000001,2875.9569375,23.375,2.5,4.5,199.875
402,Area of Effect Esports,0.5996782608695652,2093.289756521739,3.0884260869565217,6.756469565217391,1182.1494260869563,30.44658260869565,2911.245973913043,1.1839782608695653,2471.723626086956,14.869565217391305,1.9565217391304348,6.6521739130434785,199.65217391304347
403,Umbra Divinus Gaming,0.5882043478260869,2173.7166217391305,2.962256521739131,6.8202304347826095,1160.9470130434784,30.27749130434783,2885.2182260869567,1.2364956521739128,2444.1704217391307,16.217391304347824,2.4347826086956523,6.391304347826087,208.0
404,Box Gaming,0.39801818181818177,1792.3795181818182,3.3022000000000005,7.099027272727273,1125.0044636363634,34.34611818181818,2754.7621818181815,1.531118181818182,2506.775218181818,14.909090909090908,2.0,4.7272727272727275,220.72727272727272
405,Olympiacos Alimou,0.506325,2091.9335,3.18175,7.988125,1109.43765,30.515375,3220.4781999999996,1.389,3214.448875,19.5,2.25,6.0,280.5
406,Ualá New Pampas,0.4496633333333333,1884.2697366666664,3.1299066666666673,7.288473333333334,1113.2527566666665,30.808703333333327,2737.849906666667,1.3755099999999998,2507.4134333333336,12.2,2.8666666666666667,6.866666666666666,245.16666666666666
407,River Plate Gaming,0.3291,1656.3544904761907,3.504990476190476,7.602119047619047,1042.1981666666666,31.18164761904762,2438.364866666667,1.5180333333333333,2174.674309523809,12.523809523809524,2.1904761904761907,6.0,244.47619047619048
408,WAP Esports,0.28362727272727273,1419.4141272727275,3.1267045454545452,6.62003181818182,899.1884863636365,28.94841363636364,2711.68115,1.292809090909091,2206.1958590909094,17.272727272727273,1.3181818181818181,2.5454545454545454,191.45454545454547
409,Radiance,0.5265071428571428,2181.3781285714285,2.1950642857142855,5.4268,1020.9033071428572,27.936649999999997,3225.5258214285714,0.970492857142857,2403.0063714285716,20.428571428571427,1.7142857142857142,3.5,161.42857142857142
410,Wildcard Gaming Black,0.5700842105263156,2065.6538473684213,2.6848894736842106,6.152763157894737,1122.0988631578946,29.82008421052632,3198.8602736842113,1.0523736842105265,2585.106642105263,19.105263157894736,2.1052631578947367,5.0,195.52631578947367
411,Wildcard Gaming Red,0.7835178571428572,2364.8682964285717,2.9206607142857144,6.969485714285715,1284.7844499999997,31.79447142857143,2914.2738857142854,1.1779428571428572,2420.6532964285716,12.071428571428571,2.5357142857142856,7.357142857142857,199.57142857142858
412,Resolve NA,0.5601076923076923,2036.7586423076925,3.442830769230769,7.1756153846153845,1171.100623076923,31.582019230769227,2793.3339615384616,1.275623076923077,2580.015757692308,14.115384615384615,2.5,6.423076923076923,222.96153846153845
413,TSM Amateur,0.6016941176470589,2130.256094117647,3.023476470588235,6.505400000000001,1173.4394941176472,30.61171176470588,2864.8446352941173,1.1137882352941177,2336.2783,14.352941176470589,2.176470588235294,5.882352941176471,188.7058823529412
414,WAVE Esports,0.33615999999999996,1978.8234933333333,3.1305800000000006,7.09126,999.7962466666664,30.728613333333332,2915.9730466666665,1.2308866666666665,2344.78176,17.733333333333334,1.7333333333333334,3.8666666666666667,213.6
415,Gaia Esports,0.653825,2100.77078125,2.75165625,6.6524,1228.4687875,30.700981249999998,3113.90098125,1.2336125,2656.802525,14.625,2.5,7.9375,207.3125
416,GGEsports,0.35985333333333336,1662.8292133333334,2.690913333333334,6.055106666666668,1050.1005066666667,31.581693333333337,2853.2118,1.2719333333333336,2347.440966666667,14.2,1.4666666666666666,4.8,180.6
417,Vorax Liberty,0.5905583333333333,2299.6569833333338,3.4531666666666667,7.699758333333333,1187.0502166666668,29.691675,2780.4124166666666,1.406125,2572.6618583333334,10.0,2.25,7.916666666666667,236.41666666666666
418,Resolve Academy,0.4854916666666667,1797.7379249999997,2.8870333333333336,6.637066666666667,1136.317075,30.966275000000007,2800.496416666667,1.1556000000000002,2344.52275,10.833333333333334,2.5833333333333335,7.25,209.91666666666666
419,Netshoes Miners,0.3633916666666666,1892.5917416666668,3.310133333333333,6.819216666666665,1013.9109916666666,30.055874999999997,2927.2944583333338,1.264225,2827.3561749999994,15.583333333333334,1.6666666666666667,4.0,221.91666666666666
420,Lucent Esports,0.41123333333333334,2022.9998333333335,2.5794055555555553,6.190833333333334,1035.615616666667,28.504588888888893,2902.807794444444,1.0868,2891.610577777778,18.055555555555557,2.2222222222222223,4.944444444444445,222.33333333333334
421,PDW,0.40021666666666667,1907.0113666666666,3.095558333333333,7.091666666666665,1132.777575,32.72040833333333,2510.06025,1.3226416666666667,2331.24525,10.416666666666666,1.8333333333333333,6.916666666666667,228.58333333333334
422,Vorax Liberty Academy,0.4717916666666666,1946.9545583333331,3.5484500000000003,7.961575,1155.864608333333,31.72393333333333,2616.9612083333336,1.5508083333333333,2442.5444583333333,13.833333333333334,2.75,7.583333333333333,263.4166666666667
423,Ultra Prime,0.37050869565217387,1929.7401739130437,3.333734782608695,,1078.4686130434784,32.25351739130435,2821.81777826087,1.5337695652173915,,15.73913043478261,2.130434782608696,4.869565217391305,
424,Netshoes Miners Academy,0.34370000000000006,1738.6558499999999,3.1580083333333335,6.723908333333333,1006.8215083333334,29.747933333333336,2676.8498416666666,1.3827416666666668,2487.5674333333336,15.583333333333334,1.25,5.0,223.33333333333334
425,Team THRLL Academy,1.1040636363636365,2679.1135818181824,2.4941454545454547,5.775145454545455,1411.4498999999998,30.483009090909093,3238.3276363636364,0.9059909090909091,2752.5051272727273,10.181818181818182,2.5454545454545454,8.545454545454545,156.63636363636363
426,mCon esports Rotterdam Academy,0.39315,1971.5079500000002,2.19055,5.745374999999999,924.4083,28.120600000000003,3236.4904375,1.2743,2509.9211625,20.5,2.25,1.625,177.625
427,Starlan Gaming Club Academy,0.5563571428571427,2150.587204761905,2.774747619047619,6.514385714285714,1075.6132619047617,29.007809523809524,3019.9313285714284,1.0694666666666668,2643.1030571428573,17.80952380952381,2.5238095238095237,5.095238095238095,208.95238095238096
428,Echo Zulu Domme Jongens,0.81332,2468.74928,2.1795599999999995,5.639849999999999,1239.92361,28.6937,3229.1283599999997,0.73362,2692.45605,21.1,2.2,6.6,158.3
429,Domme Jongens Academy,1.24011,2665.98534,2.0058599999999998,5.28111,1505.7252,31.372769999999996,2702.55299,0.68089,2210.2306799999997,10.4,2.9,8.2,128.6
430,SuperMassive Blaze,0.37951111111111113,1768.5909888888891,2.8808777777777776,6.558044444444445,1088.9131666666667,31.975533333333335,2920.3815555555557,1.3208444444444443,2614.5023888888886,12.555555555555555,2.2222222222222223,6.0,224.88888888888889
431,Zero Tenacity,0.6484099999999999,2326.19652,3.3440399999999997,7.210800000000001,1251.23376,29.645959999999995,3016.7021699999996,1.12945,2734.96591,12.8,2.8,9.2,235.4
432,Ultra Prime Academy,0.45279310344827595,2019.8380413793102,3.424013793103448,,1185.1798724137932,32.25796896551724,2767.1536172413794,1.493796551724138,,12.758620689655173,2.3793103448275863,7.517241379310345,
433,Wortex Gaming,0.5086666666666667,2155.7366555555554,2.8671222222222226,6.615088888888889,1076.3799777777776,29.554288888888884,3339.899644444444,1.1234444444444442,2889.4269333333336,21.0,2.0,5.0,209.66666666666666
434,Dynamo Eclot,0.4504333333333333,2065.4818416666667,2.7559083333333336,6.884566666666665,1103.1048083333333,30.581875,2877.6833083333336,1.2729583333333334,2759.5676083333333,16.333333333333332,3.0,5.75,231.66666666666666
435,SuperMassive Blaze Academy,0.4798545454545454,1871.2950727272728,3.267009090909091,7.97608181818182,1204.2883909090908,32.53179090909091,2859.2049636363636,1.3143363636363636,2513.3219000000004,11.727272727272727,3.1818181818181817,8.636363636363637,275.3636363636364
436,NK Osijek Esport,0.34648,1697.66131,2.68764,6.233300000000001,943.6466800000001,28.525,3072.40122,1.1658600000000001,2324.55592,18.8,1.5,2.6,198.3
437,ConViction Moon,0.5624800000000001,2304.6517400000002,2.2849,6.11258,1057.7431199999999,27.547340000000002,3170.71488,1.04512,2911.68442,17.4,2.0,4.6,195.8
438,Dare White,0.50288,2021.7704299999998,2.56209,5.417540000000001,1051.56195,27.210359999999998,3324.71851,0.84331,2340.7444800000003,20.2,1.9,4.6,154.0
439,Nexus KTRL,0.44437,2059.13688,2.5656,6.84426,1098.13189,31.890249999999998,2652.1974600000003,1.22749,2313.15009,12.8,3.1,5.3,227.2
440,Glaive Esports Prime,0.52442,2140.01488,2.36972,5.135160000000001,958.6801599999999,26.316399999999998,3156.5843200000004,0.8583000000000001,3026.49486,24.2,2.2,2.0,160.0
441,Ping is the Problem,0.39848333333333336,1819.4550166666668,2.615233333333333,5.6093,913.8731666666666,26.953933333333335,3107.0797500000003,0.9918000000000001,2560.044716666667,26.166666666666668,1.3333333333333333,1.0,152.16666666666666
442,Dynamo Eclot Academy,0.3547444444444445,1673.2977888888888,3.019166666666667,6.7993555555555565,1051.642911111111,30.43082222222222,2682.044766666667,1.1818666666666666,2170.323866666667,15.0,2.5555555555555554,5.555555555555555,220.88888888888889
443,eSuba Academy,0.4364555555555556,1852.4331666666667,2.8982555555555556,6.663422222222222,1134.9807333333333,31.3782,2552.9586777777777,1.1663444444444444,2486.2271111111113,9.11111111111111,2.6666666666666665,7.222222222222222,219.22222222222223
444,Valiance,0.51461,2111.0233200000002,2.55003,6.38097,1215.79189,32.74065,2606.81187,1.11931,2406.91408,12.3,2.0,6.9,201.4
445,Esport Academy,0.4808222222222222,1912.4160222222224,2.0586222222222226,5.726633333333334,1167.7260666666666,31.991544444444443,2564.1978666666664,1.1138000000000001,2362.3233111111113,11.0,2.7777777777777777,6.666666666666667,176.88888888888889
446,Black Star Gaming,0.44431666666666664,2064.8826499999996,2.97155,6.760283333333334,1112.6676833333333,29.442400000000003,3272.4520833333336,1.3493833333333336,3455.6361,15.0,2.1666666666666665,6.5,247.5
447,BRUTE Academy,0.39016666666666666,1631.4059,2.4079888888888887,5.811922222222222,998.6785,30.334355555555558,2839.003311111111,1.0283333333333333,2308.7038666666663,14.222222222222221,2.0,3.2222222222222223,180.44444444444446
448,GOEXANIMO,0.6209444444444445,2525.9376444444442,2.358477777777778,6.141644444444445,1182.679688888889,29.84917777777778,3014.614266666667,1.0756333333333334,2827.4420333333333,16.77777777777778,3.0,6.444444444444445,189.11111111111111
449,Spear Gaming,0.41373333333333334,1696.5071333333333,3.2756000000000003,,1030.8921666666665,30.935999999999996,2570.2012666666665,1.3032000000000001,,13.666666666666666,2.0,3.0,
450,Leviatan Esports Chile,0.33837500000000004,1943.255175,3.689,6.9807,1011.7314,32.174425,2748.9344499999997,1.267225,2469.65665,14.25,2.5,3.75,208.5
